virus,host,interaction
MG592588.1,Vibrio sp. F13,NoInf
MG592588.1,Vibrio splendidus,NoInf
MG592588.1,Vibrio tasmaniensis,NoInf
MG592588.1,Vibrio vulnificus,NoInf
MG592589.1,Aliivibrio fischeri,NoInf
MG592589.1,Enterovibrio norvegicus,NoInf
MG592589.1,Shewanella sp. 10N.6,NoInf
MG592589.1,Shewanella sp. 10N.7,NoInf
MG592589.1,Vibrio alginolyticus,NoInf
MG592589.1,Vibrio anguillarum,NoInf
MG592589.1,Vibrio breoganii,NoInf
MG592589.1,Vibrio cyclitrophicus,NoInf
MG592589.1,Vibrio kanaloae,NoInf
MG592589.1,Vibrio lentus,NoInf
MG592589.1,Vibrio parahaemolyticus,NoInf
MG592589.1,Vibrio sp. 10N.1,Inf
MG592589.1,Vibrio sp. 10N.2,NoInf
MG592589.1,Vibrio sp. 10N.3,NoInf
MG592589.1,Vibrio sp. 10N.4,NoInf
MG592589.1,Vibrio sp. 10N.5,NoInf
MG592589.1,Vibrio sp. F12,NoInf
MG592589.1,Vibrio sp. F13,NoInf
MG592589.1,Vibrio splendidus,NoInf
MG592589.1,Vibrio tasmaniensis,NoInf
MG592589.1,Vibrio vulnificus,NoInf
MG592590.1,Aliivibrio fischeri,NoInf
MG592590.1,Enterovibrio norvegicus,NoInf
MG592590.1,Shewanella sp. 10N.6,NoInf
MG592590.1,Shewanella sp. 10N.7,NoInf
MG592590.1,Vibrio alginolyticus,NoInf
MG592590.1,Vibrio anguillarum,NoInf
MG592590.1,Vibrio breoganii,NoInf
MG592590.1,Vibrio cyclitrophicus,NoInf
MG592590.1,Vibrio kanaloae,NoInf
MG592590.1,Vibrio lentus,Inf
MG592590.1,Vibrio parahaemolyticus,NoInf
MG592590.1,Vibrio sp. 10N.1,NoInf
MG592590.1,Vibrio sp. 10N.2,NoInf
MG592590.1,Vibrio sp. 10N.3,NoInf
MG592590.1,Vibrio sp. 10N.4,NoInf
MG592590.1,Vibrio sp. 10N.5,NoInf
MG592590.1,Vibrio sp. F12,NoInf
MG592590.1,Vibrio sp. F13,NoInf
MG592590.1,Vibrio splendidus,NoInf
MG592590.1,Vibrio tasmaniensis,NoInf
MG592590.1,Vibrio vulnificus,NoInf
MG592591.1,Aliivibrio fischeri,NoInf
MG592591.1,Enterovibrio norvegicus,NoInf
MG592591.1,Shewanella sp. 10N.6,NoInf
MG592591.1,Shewanella sp. 10N.7,NoInf
MG592591.1,Vibrio alginolyticus,NoInf
MG592591.1,Vibrio anguillarum,NoInf
MG592591.1,Vibrio breoganii,Inf
MG592591.1,Vibrio cyclitrophicus,NoInf
MG592591.1,Vibrio kanaloae,NoInf
MG592591.1,Vibrio lentus,NoInf
MG592591.1,Vibrio parahaemolyticus,NoInf
MG592591.1,Vibrio sp. 10N.1,NoInf
MG592591.1,Vibrio sp. 10N.2,NoInf
MG592591.1,Vibrio sp. 10N.3,NoInf
MG592591.1,Vibrio sp. 10N.4,NoInf
MG592591.1,Vibrio sp. 10N.5,NoInf
MG592591.1,Vibrio sp. F12,NoInf
MG592591.1,Vibrio sp. F13,NoInf
MG592591.1,Vibrio splendidus,NoInf
MG592591.1,Vibrio tasmaniensis,NoInf
MG592591.1,Vibrio vulnificus,NoInf
MG592592.1,Aliivibrio fischeri,NoInf
MG592592.1,Enterovibrio norvegicus,NoInf
MG592592.1,Shewanella sp. 10N.6,NoInf
MG592592.1,Shewanella sp. 10N.7,NoInf
MG592592.1,Vibrio alginolyticus,NoInf
MG592592.1,Vibrio anguillarum,NoInf
MG592592.1,Vibrio breoganii,NoInf
MG592592.1,Vibrio cyclitrophicus,NoInf
MG592592.1,Vibrio kanaloae,NoInf
MG592592.1,Vibrio lentus,NoInf
MG592592.1,Vibrio parahaemolyticus,NoInf
MG592592.1,Vibrio sp. 10N.1,NoInf
MG592592.1,Vibrio sp. 10N.2,NoInf
MG592592.1,Vibrio sp. 10N.3,NoInf
MG592592.1,Vibrio sp. 10N.4,NoInf
MG592592.1,Vibrio sp. 10N.5,NoInf
MG592592.1,Vibrio sp. F12,NoInf
MG592592.1,Vibrio sp. F13,NoInf
MG592592.1,Vibrio splendidus,Inf
MG592592.1,Vibrio tasmaniensis,NoInf
MG592592.1,Vibrio vulnificus,NoInf
MG592593.1,Aliivibrio fischeri,NoInf
MG592593.1,Enterovibrio norvegicus,NoInf
MG592593.1,Shewanella sp. 10N.6,NoInf
MG592593.1,Shewanella sp. 10N.7,NoInf
MG592593.1,Vibrio alginolyticus,NoInf
MG592593.1,Vibrio anguillarum,NoInf
MG592593.1,Vibrio breoganii,Inf
MG592593.1,Vibrio cyclitrophicus,NoInf
MG592593.1,Vibrio kanaloae,NoInf
MG592593.1,Vibrio lentus,NoInf
MG592593.1,Vibrio parahaemolyticus,NoInf
MG592593.1,Vibrio sp. 10N.1,NoInf
MG592593.1,Vibrio sp. 10N.2,NoInf
MG592593.1,Vibrio sp. 10N.3,NoInf
MG592593.1,Vibrio sp. 10N.4,NoInf
MG592593.1,Vibrio sp. 10N.5,NoInf
MG592593.1,Vibrio sp. F12,NoInf
MG592593.1,Vibrio sp. F13,NoInf
MG592593.1,Vibrio splendidus,NoInf
MG592593.1,Vibrio tasmaniensis,NoInf
MG592593.1,Vibrio vulnificus,NoInf
MG592594.1,Aliivibrio fischeri,NoInf
MG592594.1,Enterovibrio norvegicus,NoInf
MG592594.1,Shewanella sp. 10N.6,NoInf
MG592594.1,Shewanella sp. 10N.7,NoInf
MG592594.1,Vibrio alginolyticus,NoInf
MG592594.1,Vibrio anguillarum,NoInf
MG592594.1,Vibrio breoganii,Inf
MG592594.1,Vibrio cyclitrophicus,NoInf
MG592594.1,Vibrio kanaloae,NoInf
MG592594.1,Vibrio lentus,NoInf
MG592594.1,Vibrio parahaemolyticus,NoInf
MG592594.1,Vibrio sp. 10N.1,NoInf
MG592594.1,Vibrio sp. 10N.2,NoInf
MG592594.1,Vibrio sp. 10N.3,NoInf
MG592594.1,Vibrio sp. 10N.4,NoInf
MG592594.1,Vibrio sp. 10N.5,NoInf
MG592594.1,Vibrio sp. F12,NoInf
MG592594.1,Vibrio sp. F13,NoInf
MG592594.1,Vibrio splendidus,NoInf
MG592594.1,Vibrio tasmaniensis,NoInf
MG592594.1,Vibrio vulnificus,NoInf
MG592595.1,Aliivibrio fischeri,NoInf
MG592595.1,Enterovibrio norvegicus,NoInf
MG592595.1,Shewanella sp. 10N.6,NoInf
MG592595.1,Shewanella sp. 10N.7,NoInf
MG592595.1,Vibrio alginolyticus,NoInf
MG592595.1,Vibrio anguillarum,NoInf
MG592595.1,Vibrio breoganii,NoInf
MG592595.1,Vibrio cyclitrophicus,NoInf
MG592595.1,Vibrio kanaloae,NoInf
MG592595.1,Vibrio lentus,Inf
MG592595.1,Vibrio parahaemolyticus,NoInf
MG592595.1,Vibrio sp. 10N.1,NoInf
MG592595.1,Vibrio sp. 10N.2,NoInf
MG592595.1,Vibrio sp. 10N.3,NoInf
MG592595.1,Vibrio sp. 10N.4,NoInf
MG592595.1,Vibrio sp. 10N.5,NoInf
MG592595.1,Vibrio sp. F12,NoInf
MG592595.1,Vibrio sp. F13,NoInf
MG592595.1,Vibrio splendidus,NoInf
MG592595.1,Vibrio tasmaniensis,NoInf
MG592595.1,Vibrio vulnificus,NoInf
MG592596.1,Aliivibrio fischeri,NoInf
MG592596.1,Enterovibrio norvegicus,NoInf
MG592596.1,Shewanella sp. 10N.6,NoInf
MG592596.1,Shewanella sp. 10N.7,NoInf
MG592596.1,Vibrio alginolyticus,NoInf
MG592596.1,Vibrio anguillarum,NoInf
MG592596.1,Vibrio breoganii,NoInf
MG592596.1,Vibrio cyclitrophicus,NoInf
MG592596.1,Vibrio kanaloae,NoInf
MG592596.1,Vibrio lentus,NoInf
MG592596.1,Vibrio parahaemolyticus,NoInf
MG592596.1,Vibrio sp. 10N.1,NoInf
MG592596.1,Vibrio sp. 10N.2,NoInf
MG592596.1,Vibrio sp. 10N.3,NoInf
MG592596.1,Vibrio sp. 10N.4,NoInf
MG592596.1,Vibrio sp. 10N.5,NoInf
MG592596.1,Vibrio sp. F12,NoInf
MG592596.1,Vibrio sp. F13,NoInf
MG592596.1,Vibrio splendidus,NoInf
MG592596.1,Vibrio tasmaniensis,Inf
MG592596.1,Vibrio vulnificus,NoInf
MG592597.1,Aliivibrio fischeri,NoInf
MG592597.1,Enterovibrio norvegicus,NoInf
MG592597.1,Shewanella sp. 10N.6,NoInf
MG592597.1,Shewanella sp. 10N.7,NoInf
MG592597.1,Vibrio alginolyticus,NoInf
MG592597.1,Vibrio anguillarum,NoInf
MG592597.1,Vibrio breoganii,Inf
MG592597.1,Vibrio cyclitrophicus,NoInf
MG592597.1,Vibrio kanaloae,NoInf
MG592597.1,Vibrio lentus,NoInf
MG592597.1,Vibrio parahaemolyticus,NoInf
MG592597.1,Vibrio sp. 10N.1,NoInf
MG592597.1,Vibrio sp. 10N.2,NoInf
MG592597.1,Vibrio sp. 10N.3,NoInf
MG592597.1,Vibrio sp. 10N.4,NoInf
MG592597.1,Vibrio sp. 10N.5,NoInf
MG592597.1,Vibrio sp. F12,NoInf
MG592597.1,Vibrio sp. F13,NoInf
MG592597.1,Vibrio splendidus,NoInf
MG592597.1,Vibrio tasmaniensis,NoInf
MG592597.1,Vibrio vulnificus,NoInf
MG592599.1,Aliivibrio fischeri,NoInf
MG592599.1,Enterovibrio norvegicus,NoInf
MG592599.1,Shewanella sp. 10N.6,NoInf
MG592599.1,Shewanella sp. 10N.7,NoInf
MG592599.1,Vibrio alginolyticus,NoInf
MG592599.1,Vibrio anguillarum,NoInf
MG592599.1,Vibrio breoganii,NoInf
MG592599.1,Vibrio cyclitrophicus,Inf
MG592599.1,Vibrio kanaloae,NoInf
MG592599.1,Vibrio lentus,NoInf
MG592599.1,Vibrio parahaemolyticus,NoInf
MG592599.1,Vibrio sp. 10N.1,NoInf
MG592599.1,Vibrio sp. 10N.2,NoInf
MG592599.1,Vibrio sp. 10N.3,NoInf
MG592599.1,Vibrio sp. 10N.4,NoInf
MG592599.1,Vibrio sp. 10N.5,NoInf
MG592599.1,Vibrio sp. F12,NoInf
MG592599.1,Vibrio sp. F13,NoInf
MG592599.1,Vibrio splendidus,NoInf
MG592599.1,Vibrio tasmaniensis,NoInf
MG592599.1,Vibrio vulnificus,NoInf
MG592600.1,Aliivibrio fischeri,NoInf
MG592600.1,Enterovibrio norvegicus,NoInf
MG592600.1,Shewanella sp. 10N.6,NoInf
MG592600.1,Shewanella sp. 10N.7,NoInf
MG592600.1,Vibrio alginolyticus,NoInf
MG592600.1,Vibrio anguillarum,NoInf
MG592600.1,Vibrio breoganii,NoInf
MG592600.1,Vibrio cyclitrophicus,Inf
MG592600.1,Vibrio kanaloae,NoInf
MG592600.1,Vibrio lentus,NoInf
MG592600.1,Vibrio parahaemolyticus,NoInf
MG592600.1,Vibrio sp. 10N.1,NoInf
MG592600.1,Vibrio sp. 10N.2,NoInf
MG592600.1,Vibrio sp. 10N.3,NoInf
MG592600.1,Vibrio sp. 10N.4,NoInf
MG592600.1,Vibrio sp. 10N.5,NoInf
MG592600.1,Vibrio sp. F12,NoInf
MG592600.1,Vibrio sp. F13,NoInf
MG592600.1,Vibrio splendidus,NoInf
MG592600.1,Vibrio tasmaniensis,NoInf
MG592600.1,Vibrio vulnificus,NoInf
MG592601.1,Aliivibrio fischeri,NoInf
MG592601.1,Enterovibrio norvegicus,NoInf
MG592601.1,Shewanella sp. 10N.6,NoInf
MG592601.1,Shewanella sp. 10N.7,NoInf
MG592601.1,Vibrio alginolyticus,NoInf
MG592601.1,Vibrio anguillarum,NoInf
MG592601.1,Vibrio breoganii,NoInf
MG592601.1,Vibrio cyclitrophicus,NoInf
MG592601.1,Vibrio kanaloae,NoInf
MG592601.1,Vibrio lentus,Inf
MG592601.1,Vibrio parahaemolyticus,NoInf
MG592601.1,Vibrio sp. 10N.1,NoInf
MG592601.1,Vibrio sp. 10N.2,NoInf
MG592601.1,Vibrio sp. 10N.3,NoInf
MG592601.1,Vibrio sp. 10N.4,NoInf
MG592601.1,Vibrio sp. 10N.5,NoInf
MG592601.1,Vibrio sp. F12,NoInf
MG592601.1,Vibrio sp. F13,NoInf
MG592601.1,Vibrio splendidus,NoInf
MG592601.1,Vibrio tasmaniensis,NoInf
MG592601.1,Vibrio vulnificus,NoInf
MG592603.1,Aliivibrio fischeri,NoInf
MG592603.1,Enterovibrio norvegicus,NoInf
MG592603.1,Shewanella sp. 10N.6,NoInf
MG592603.1,Shewanella sp. 10N.7,NoInf
MG592603.1,Vibrio alginolyticus,NoInf
MG592603.1,Vibrio anguillarum,NoInf
MG592603.1,Vibrio breoganii,Inf
MG592603.1,Vibrio cyclitrophicus,NoInf
MG592603.1,Vibrio kanaloae,NoInf
MG592603.1,Vibrio lentus,NoInf
MG592603.1,Vibrio parahaemolyticus,NoInf
MG592603.1,Vibrio sp. 10N.1,NoInf
MG592603.1,Vibrio sp. 10N.2,NoInf
MG592603.1,Vibrio sp. 10N.3,NoInf
MG592603.1,Vibrio sp. 10N.4,NoInf
MG592603.1,Vibrio sp. 10N.5,NoInf
MG592603.1,Vibrio sp. F12,NoInf
MG592603.1,Vibrio sp. F13,NoInf
MG592603.1,Vibrio splendidus,NoInf
MG592603.1,Vibrio tasmaniensis,NoInf
MG592603.1,Vibrio vulnificus,NoInf
MG592605.1,Aliivibrio fischeri,NoInf
MG592605.1,Enterovibrio norvegicus,NoInf
MG592605.1,Shewanella sp. 10N.6,NoInf
MG592605.1,Shewanella sp. 10N.7,NoInf
MG592605.1,Vibrio alginolyticus,NoInf
MG592605.1,Vibrio anguillarum,NoInf
MG592605.1,Vibrio breoganii,Inf
MG592605.1,Vibrio cyclitrophicus,NoInf
MG592605.1,Vibrio kanaloae,NoInf
MG592605.1,Vibrio lentus,NoInf
MG592605.1,Vibrio parahaemolyticus,NoInf
MG592605.1,Vibrio sp. 10N.1,NoInf
MG592605.1,Vibrio sp. 10N.2,NoInf
MG592605.1,Vibrio sp. 10N.3,NoInf
MG592605.1,Vibrio sp. 10N.4,NoInf
MG592605.1,Vibrio sp. 10N.5,NoInf
MG592605.1,Vibrio sp. F12,NoInf
MG592605.1,Vibrio sp. F13,NoInf
MG592605.1,Vibrio splendidus,NoInf
MG592605.1,Vibrio tasmaniensis,NoInf
MG592605.1,Vibrio vulnificus,NoInf
MG592606.1,Aliivibrio fischeri,NoInf
MG592606.1,Enterovibrio norvegicus,NoInf
MG592606.1,Shewanella sp. 10N.6,NoInf
MG592606.1,Shewanella sp. 10N.7,NoInf
MG592606.1,Vibrio alginolyticus,NoInf
MG592606.1,Vibrio anguillarum,NoInf
MG592606.1,Vibrio breoganii,Inf
MG592606.1,Vibrio cyclitrophicus,NoInf
MG592606.1,Vibrio kanaloae,NoInf
MG592606.1,Vibrio lentus,NoInf
MG592606.1,Vibrio parahaemolyticus,NoInf
MG592606.1,Vibrio sp. 10N.1,NoInf
MG592606.1,Vibrio sp. 10N.2,NoInf
MG592606.1,Vibrio sp. 10N.3,NoInf
MG592606.1,Vibrio sp. 10N.4,NoInf
MG592606.1,Vibrio sp. 10N.5,NoInf
MG592606.1,Vibrio sp. F12,NoInf
MG592606.1,Vibrio sp. F13,NoInf
MG592606.1,Vibrio splendidus,NoInf
MG592606.1,Vibrio tasmaniensis,NoInf
MG592606.1,Vibrio vulnificus,NoInf
MG592607.1,Aliivibrio fischeri,NoInf
MG592607.1,Enterovibrio norvegicus,NoInf
MG592607.1,Shewanella sp. 10N.6,NoInf
MG592607.1,Shewanella sp. 10N.7,NoInf
MG592607.1,Vibrio alginolyticus,NoInf
MG592607.1,Vibrio anguillarum,NoInf
MG592607.1,Vibrio breoganii,Inf
MG592607.1,Vibrio cyclitrophicus,NoInf
MG592607.1,Vibrio kanaloae,NoInf
MG592607.1,Vibrio lentus,NoInf
MG592607.1,Vibrio parahaemolyticus,NoInf
MG592607.1,Vibrio sp. 10N.1,NoInf
MG592607.1,Vibrio sp. 10N.2,NoInf
MG592607.1,Vibrio sp. 10N.3,NoInf
MG592607.1,Vibrio sp. 10N.4,NoInf
MG592607.1,Vibrio sp. 10N.5,NoInf
MG592607.1,Vibrio sp. F12,NoInf
MG592607.1,Vibrio sp. F13,NoInf
MG592607.1,Vibrio splendidus,NoInf
MG592607.1,Vibrio tasmaniensis,NoInf
MG592607.1,Vibrio vulnificus,NoInf
MG592608.1,Aliivibrio fischeri,NoInf
MG592608.1,Enterovibrio norvegicus,NoInf
MG592608.1,Shewanella sp. 10N.6,NoInf
MG592608.1,Shewanella sp. 10N.7,NoInf
MG592608.1,Vibrio alginolyticus,NoInf
MG592608.1,Vibrio anguillarum,NoInf
MG592608.1,Vibrio breoganii,NoInf
MG592608.1,Vibrio cyclitrophicus,Inf
MG592608.1,Vibrio kanaloae,NoInf
MG592608.1,Vibrio lentus,NoInf
MG592608.1,Vibrio parahaemolyticus,NoInf
MG592608.1,Vibrio sp. 10N.1,NoInf
MG592608.1,Vibrio sp. 10N.2,NoInf
MG592608.1,Vibrio sp. 10N.3,NoInf
MG592608.1,Vibrio sp. 10N.4,NoInf
MG592608.1,Vibrio sp. 10N.5,NoInf
MG592608.1,Vibrio sp. F12,NoInf
MG592608.1,Vibrio sp. F13,NoInf
MG592608.1,Vibrio splendidus,NoInf
MG592608.1,Vibrio tasmaniensis,NoInf
MG592608.1,Vibrio vulnificus,NoInf
MG592609.1,Aliivibrio fischeri,NoInf
MG592609.1,Enterovibrio norvegicus,NoInf
MG592609.1,Shewanella sp. 10N.6,NoInf
MG592609.1,Shewanella sp. 10N.7,NoInf
MG592609.1,Vibrio alginolyticus,NoInf
MG592609.1,Vibrio anguillarum,NoInf
MG592609.1,Vibrio breoganii,NoInf
MG592609.1,Vibrio cyclitrophicus,NoInf
MG592609.1,Vibrio kanaloae,NoInf
MG592609.1,Vibrio lentus,NoInf
MG592609.1,Vibrio parahaemolyticus,NoInf
MG592609.1,Vibrio sp. 10N.1,NoInf
MG592609.1,Vibrio sp. 10N.2,NoInf
MG592609.1,Vibrio sp. 10N.3,NoInf
MG592609.1,Vibrio sp. 10N.4,NoInf
MG592609.1,Vibrio sp. 10N.5,NoInf
MG592609.1,Vibrio sp. F12,NoInf
MG592609.1,Vibrio sp. F13,NoInf
MG592609.1,Vibrio splendidus,Inf
MG592609.1,Vibrio tasmaniensis,NoInf
MG592609.1,Vibrio vulnificus,NoInf
MG592610.1,Aliivibrio fischeri,NoInf
MG592610.1,Enterovibrio norvegicus,NoInf
MG592610.1,Shewanella sp. 10N.6,NoInf
MG592610.1,Shewanella sp. 10N.7,NoInf
MG592610.1,Vibrio alginolyticus,NoInf
MG592610.1,Vibrio anguillarum,NoInf
MG592610.1,Vibrio breoganii,Inf
MG592610.1,Vibrio cyclitrophicus,NoInf
MG592610.1,Vibrio kanaloae,NoInf
MG592610.1,Vibrio lentus,NoInf
MG592610.1,Vibrio parahaemolyticus,NoInf
MG592610.1,Vibrio sp. 10N.1,NoInf
MG592610.1,Vibrio sp. 10N.2,NoInf
MG592610.1,Vibrio sp. 10N.3,NoInf
MG592610.1,Vibrio sp. 10N.4,NoInf
MG592610.1,Vibrio sp. 10N.5,NoInf
MG592610.1,Vibrio sp. F12,NoInf
MG592610.1,Vibrio sp. F13,NoInf
MG592610.1,Vibrio splendidus,NoInf
MG592610.1,Vibrio tasmaniensis,NoInf
MG592610.1,Vibrio vulnificus,NoInf
MG592611.1,Aliivibrio fischeri,NoInf
MG592611.1,Enterovibrio norvegicus,NoInf
MG592611.1,Shewanella sp. 10N.6,NoInf
MG592611.1,Shewanella sp. 10N.7,NoInf
MG592611.1,Vibrio alginolyticus,NoInf
MG592611.1,Vibrio anguillarum,NoInf
MG592611.1,Vibrio breoganii,NoInf
MG592611.1,Vibrio cyclitrophicus,NoInf
MG592611.1,Vibrio kanaloae,NoInf
MG592611.1,Vibrio lentus,NoInf
MG592611.1,Vibrio parahaemolyticus,NoInf
MG592611.1,Vibrio sp. 10N.1,NoInf
MG592611.1,Vibrio sp. 10N.2,NoInf
MG592611.1,Vibrio sp. 10N.3,NoInf
MG592611.1,Vibrio sp. 10N.4,NoInf
MG592611.1,Vibrio sp. 10N.5,NoInf
MG592611.1,Vibrio sp. F12,NoInf
MG592611.1,Vibrio sp. F13,Inf
MG592611.1,Vibrio splendidus,NoInf
MG592611.1,Vibrio tasmaniensis,NoInf
MG592611.1,Vibrio vulnificus,NoInf
MG592612.1,Aliivibrio fischeri,NoInf
MG592612.1,Enterovibrio norvegicus,NoInf
MG592612.1,Shewanella sp. 10N.6,NoInf
MG592612.1,Shewanella sp. 10N.7,NoInf
MG592612.1,Vibrio alginolyticus,NoInf
MG592612.1,Vibrio anguillarum,NoInf
MG592612.1,Vibrio breoganii,Inf
MG592612.1,Vibrio cyclitrophicus,NoInf
MG592612.1,Vibrio kanaloae,NoInf
MG592612.1,Vibrio lentus,NoInf
MG592612.1,Vibrio parahaemolyticus,NoInf
MG592612.1,Vibrio sp. 10N.1,NoInf
MG592612.1,Vibrio sp. 10N.2,NoInf
MG592612.1,Vibrio sp. 10N.3,NoInf
MG592612.1,Vibrio sp. 10N.4,NoInf
MG592612.1,Vibrio sp. 10N.5,NoInf
MG592612.1,Vibrio sp. F12,NoInf
MG592612.1,Vibrio sp. F13,NoInf
MG592612.1,Vibrio splendidus,Inf
MG592612.1,Vibrio tasmaniensis,NoInf
MG592612.1,Vibrio vulnificus,NoInf
MG592614.1,Aliivibrio fischeri,NoInf
MG592614.1,Enterovibrio norvegicus,NoInf
MG592614.1,Shewanella sp. 10N.6,NoInf
MG592614.1,Shewanella sp. 10N.7,NoInf
MG592614.1,Vibrio alginolyticus,NoInf
MG592614.1,Vibrio anguillarum,NoInf
MG592614.1,Vibrio breoganii,NoInf
MG592614.1,Vibrio cyclitrophicus,Inf
MG592614.1,Vibrio kanaloae,NoInf
MG592614.1,Vibrio lentus,NoInf
MG592614.1,Vibrio parahaemolyticus,NoInf
MG592614.1,Vibrio sp. 10N.1,NoInf
MG592614.1,Vibrio sp. 10N.2,NoInf
MG592614.1,Vibrio sp. 10N.3,NoInf
MG592614.1,Vibrio sp. 10N.4,NoInf
MG592614.1,Vibrio sp. 10N.5,NoInf
MG592614.1,Vibrio sp. F12,NoInf
MG592614.1,Vibrio sp. F13,NoInf
MG592614.1,Vibrio splendidus,NoInf
MG592614.1,Vibrio tasmaniensis,NoInf
MG592614.1,Vibrio vulnificus,NoInf
MG592615.1,Aliivibrio fischeri,NoInf
MG592615.1,Enterovibrio norvegicus,NoInf
MG592615.1,Shewanella sp. 10N.6,NoInf
MG592615.1,Shewanella sp. 10N.7,NoInf
MG592615.1,Vibrio alginolyticus,NoInf
MG592615.1,Vibrio anguillarum,NoInf
MG592615.1,Vibrio breoganii,NoInf
MG592615.1,Vibrio cyclitrophicus,Inf
MG592615.1,Vibrio kanaloae,NoInf
MG592615.1,Vibrio lentus,NoInf
MG592615.1,Vibrio parahaemolyticus,NoInf
MG592615.1,Vibrio sp. 10N.1,NoInf
MG592615.1,Vibrio sp. 10N.2,NoInf
MG592615.1,Vibrio sp. 10N.3,NoInf
MG592615.1,Vibrio sp. 10N.4,NoInf
MG592615.1,Vibrio sp. 10N.5,NoInf
MG592615.1,Vibrio sp. F12,NoInf
MG592615.1,Vibrio sp. F13,NoInf
MG592615.1,Vibrio splendidus,NoInf
MG592615.1,Vibrio tasmaniensis,NoInf
MG592615.1,Vibrio vulnificus,NoInf
MG592617.1,Aliivibrio fischeri,NoInf
MG592617.1,Enterovibrio norvegicus,NoInf
MG592617.1,Shewanella sp. 10N.6,NoInf
MG592617.1,Shewanella sp. 10N.7,NoInf
MG592617.1,Vibrio alginolyticus,NoInf
MG592617.1,Vibrio anguillarum,NoInf
MG592617.1,Vibrio breoganii,NoInf
MG592617.1,Vibrio cyclitrophicus,NoInf
MG592617.1,Vibrio kanaloae,NoInf
MG592617.1,Vibrio lentus,NoInf
MG592617.1,Vibrio parahaemolyticus,NoInf
MG592617.1,Vibrio sp. 10N.1,NoInf
MG592617.1,Vibrio sp. 10N.2,NoInf
MG592617.1,Vibrio sp. 10N.3,NoInf
MG592617.1,Vibrio sp. 10N.4,NoInf
MG592617.1,Vibrio sp. 10N.5,NoInf
MG592617.1,Vibrio sp. F12,NoInf
MG592617.1,Vibrio sp. F13,NoInf
MG592617.1,Vibrio splendidus,Inf
MG592617.1,Vibrio tasmaniensis,NoInf
MG592617.1,Vibrio vulnificus,NoInf
MG592618.1,Aliivibrio fischeri,NoInf
MG592618.1,Enterovibrio norvegicus,NoInf
MG592618.1,Shewanella sp. 10N.6,NoInf
MG592618.1,Shewanella sp. 10N.7,NoInf
MG592618.1,Vibrio alginolyticus,NoInf
MG592618.1,Vibrio anguillarum,NoInf
MG592618.1,Vibrio breoganii,NoInf
MG592618.1,Vibrio cyclitrophicus,NoInf
MG592618.1,Vibrio kanaloae,NoInf
MG592618.1,Vibrio lentus,Inf
MG592618.1,Vibrio parahaemolyticus,NoInf
MG592618.1,Vibrio sp. 10N.1,NoInf
MG592618.1,Vibrio sp. 10N.2,NoInf
MG592618.1,Vibrio sp. 10N.3,NoInf
MG592618.1,Vibrio sp. 10N.4,NoInf
MG592618.1,Vibrio sp. 10N.5,NoInf
MG592618.1,Vibrio sp. F12,NoInf
MG592618.1,Vibrio sp. F13,NoInf
MG592618.1,Vibrio splendidus,NoInf
MG592618.1,Vibrio tasmaniensis,NoInf
MG592618.1,Vibrio vulnificus,NoInf
MG592619.1,Aliivibrio fischeri,NoInf
MG592619.1,Enterovibrio norvegicus,NoInf
MG592619.1,Shewanella sp. 10N.6,NoInf
MG592619.1,Shewanella sp. 10N.7,NoInf
MG592619.1,Vibrio alginolyticus,NoInf
MG592619.1,Vibrio anguillarum,NoInf
MG592619.1,Vibrio breoganii,NoInf
MG592619.1,Vibrio cyclitrophicus,Inf
MG592619.1,Vibrio kanaloae,NoInf
MG592619.1,Vibrio lentus,Inf
MG592619.1,Vibrio parahaemolyticus,NoInf
MG592619.1,Vibrio sp. 10N.1,NoInf
MG592619.1,Vibrio sp. 10N.2,NoInf
MG592619.1,Vibrio sp. 10N.3,NoInf
MG592619.1,Vibrio sp. 10N.4,NoInf
MG592619.1,Vibrio sp. 10N.5,NoInf
MG592619.1,Vibrio sp. F12,NoInf
MG592619.1,Vibrio sp. F13,NoInf
MG592619.1,Vibrio splendidus,Inf
MG592619.1,Vibrio tasmaniensis,NoInf
MG592619.1,Vibrio vulnificus,NoInf
MG592620.1,Aliivibrio fischeri,NoInf
MG592620.1,Enterovibrio norvegicus,NoInf
MG592620.1,Shewanella sp. 10N.6,NoInf
MG592620.1,Shewanella sp. 10N.7,NoInf
MG592620.1,Vibrio alginolyticus,NoInf
MG592620.1,Vibrio anguillarum,NoInf
MG592620.1,Vibrio breoganii,NoInf
MG592620.1,Vibrio cyclitrophicus,NoInf
MG592620.1,Vibrio kanaloae,NoInf
MG592620.1,Vibrio lentus,Inf
MG592620.1,Vibrio parahaemolyticus,NoInf
MG592620.1,Vibrio sp. 10N.1,NoInf
MG592620.1,Vibrio sp. 10N.2,NoInf
MG592620.1,Vibrio sp. 10N.3,NoInf
MG592620.1,Vibrio sp. 10N.4,NoInf
MG592620.1,Vibrio sp. 10N.5,NoInf
MG592620.1,Vibrio sp. F12,NoInf
MG592620.1,Vibrio sp. F13,NoInf
MG592620.1,Vibrio splendidus,NoInf
MG592620.1,Vibrio tasmaniensis,NoInf
MG592620.1,Vibrio vulnificus,NoInf
MG592621.1,Aliivibrio fischeri,NoInf
MG592621.1,Enterovibrio norvegicus,NoInf
MG592621.1,Shewanella sp. 10N.6,NoInf
MG592621.1,Shewanella sp. 10N.7,NoInf
