virus,host,interaction
NC_024140,Pseudomonas_aeruginosa,Inf
NC_024358,Anabaena_variabilis,Inf
NC_024358,Nostoc_linckia,Inf
NC_024378,Leuconostoc_mesenteroides,Inf
NC_024378,Leuconostoc_pseudomesenteroides,NoInf
NC_024380,Leuconostoc_mesenteroides,NoInf
NC_024380,Leuconostoc_pseudomesenteroides,Inf
NC_024385,Leuconostoc_mesenteroides,NoInf
NC_024385,Leuconostoc_pseudomesenteroides,Inf
NC_024386,Leuconostoc_mesenteroides,Inf
NC_024386,Leuconostoc_pseudomesenteroides,NoInf
NC_024388,Leuconostoc_mesenteroides,Inf
NC_024388,Leuconostoc_pseudomesenteroides,NoInf
NC_024389,Leuconostoc_mesenteroides,Inf
NC_024389,Leuconostoc_pseudomesenteroides,NoInf
NC_024390,Leuconostoc_mesenteroides,NoInf
NC_024390,Leuconostoc_pseudomesenteroides,Inf
NC_025415,Lactobacillus_delbrueckii,Inf
NC_025420,Lactobacillus_delbrueckii,Inf
NC_025421,Lactobacillus_delbrueckii,Inf
NC_025423,Bacillus_anthracis,Inf
NC_025423,Bacillus_cereus,Inf
NC_025423,Bacillus_megaterium,NoInf
NC_025423,Bacillus_subtilis,NoInf
NC_025423,Bacillus_thuringiensis,Inf
NC_025423,Bacillus_weihenstephanensis,NoInf
NC_025423,Enterococcus_faecalis,NoInf
NC_025423,Escherichia_coli,NoInf
NC_025423,Lactococcus_lactis,NoInf
NC_025423,Listeria_ivanovii,NoInf
NC_025423,Listeria_monocytogenes,NoInf
NC_025423,Salmonella_enterica,NoInf
NC_025423,Staphylococcus_aureus,NoInf
NC_025423,Staphylococcus_epidermidis,NoInf
NC_025423,Streptococcus_salivarius,NoInf
NC_025427,Rhizobium_etli,NoInf
NC_025427,Rhizobium_gallicum,NoInf
NC_025427,Rhizobium_leguminosarum,Inf
NC_025427,Sinorhizobium_meliloti,NoInf
NC_025430,Escherichia_coli,Inf
NC_025451,Yersinia_aldovae,NoInf
NC_025451,Yersinia_bercovieri,NoInf
NC_025451,Yersinia_enterocolitica,Inf
NC_025451,Yersinia_frederiksenii,NoInf
NC_025451,Yersinia_intermedia,NoInf
NC_025451,Yersinia_kristensenii,NoInf
NC_025451,Yersinia_pseudotuberculosis,NoInf
NC_025451,Yersinia_rohdei,NoInf
NC_025451,Yersinia_ruckeri,NoInf
NC_025829,Escherichia_coli,NoInf
NC_025829,Shigella_boydii,NoInf
NC_025829,Shigella_flexneri,Inf
NC_025829,Shigella_sonnei,Inf
NC_026010,Escherichia_coli,NoInf
NC_026010,Shigella_boydii,NoInf
NC_026010,Shigella_flexneri,Inf
NC_026010,Shigella_sonnei,NoInf
NC_026586,Pseudomonas_aeruginosa,Inf
NC_026587,Pseudomonas_aeruginosa,Inf
NC_026594,Pseudomonas_aeruginosa,Inf
NC_026599,Pseudomonas_aeruginosa,Inf
NC_026600,Pseudomonas_aeruginosa,Inf
NC_026601,Pseudomonas_aeruginosa,Inf
NC_026602,Pseudomonas_aeruginosa,Inf
NC_026607,Escherichia_coli,NoInf
NC_026607,Listeria_monocytogenes,NoInf
NC_026607,Pseudomonas_fluorescens,NoInf
NC_026607,Pseudomonas_putrefaciens,NoInf
NC_026607,Pseudomonas_taetrolens,NoInf
NC_026607,Salmonella_enterica,Inf
NC_026607,Staphylococcus_aureus,NoInf
NC_026607,Vibrio_parahaemolyticus,NoInf
NC_027118,Vibrio_cholerae,Inf
NC_027296,Rhizobium_etli,Inf
NC_027352,Bacillus_cereus,Inf
NC_027352,Bacillus_licheniformis,NoInf
NC_027352,Bacillus_megaterium,NoInf
NC_027352,Bacillus_pumilus,NoInf
NC_027352,Bacillus_sphaericus,NoInf
NC_027352,Bacillus_subtilis,NoInf
NC_027352,Bacillus_thuringiensis,Inf
NC_027352,Bacillus_weihenstephanensis,Inf
NC_027352,Cronobacter_sakazakii,NoInf
NC_027352,Escherichia_coli,NoInf
NC_027352,Listeria_monocytogenes,NoInf
NC_027352,Salmonella_enterica,NoInf
NC_027352,Staphylococcus_aureus,NoInf
NC_027375,Escherichia_coli,NoInf
NC_027375,Listeria_monocytogenes,NoInf
NC_027375,Proteus_mirabilis,NoInf
NC_027375,Pseudomonas_aeruginosa,Inf
NC_027375,Salmonella_enterica,NoInf
NC_027375,Staphylococcus_aureus,NoInf
NC_027387,Escherichia_coli,Inf
NC_027387,Salmonella_enterica,Inf
NC_027387,Shigella_boydii,NoInf
NC_027387,Shigella_dysentriae,Inf
NC_027387,Shigella_sonnei,Inf
NC_027388,Bacillus_subtilis,NoInf
NC_027388,Escherichia_coli,NoInf
NC_027388,Klebsiella_pneumoniae,NoInf
NC_027388,Pseudomonas_aeruginosa,Inf
NC_027388,Salmonella_enterica,NoInf
NC_027388,Staphylococcus_aureus,NoInf
NC_028695,Achromobacter_xylosoxidans,NoInf
NC_028695,Acinetobacter_baumannii,NoInf
NC_028695,Citrobacter_freundii,NoInf
NC_028695,Enterobacter_aerogenes,Inf
NC_028695,Enterobacter_cloacae,NoInf
NC_028695,Enterobacter_sakazakii,NoInf
NC_028695,Escherichia_coli,NoInf
NC_028695,Pseudomonas_aeruginosa,NoInf
NC_028695,Raoultella_ornithinolytica,NoInf
NC_028695,Serratia_marcescens,NoInf
NC_028695,Shigella_sonnei,NoInf
NC_028695,Vibrio_parahaemolyticus,NoInf
NC_028745,Pseudomonas_aeruginosa,Inf
NC_028758,Bacillus_borstelensis,NoInf
NC_028758,Bacillus_licheniformis,NoInf
NC_028758,Bacillus_megaterium,NoInf
NC_028758,Bacillus_pumilus,NoInf
NC_028758,Bacillus_subtilis,NoInf
NC_028758,Brevibacillus_brevis,Inf
NC_028758,Brevibacillus_laterosporus,NoInf
NC_028758,Delftia_acidovorans,NoInf
NC_028758,Enterococcus_faecalis,NoInf
NC_028758,Gluconobacter_oxydans,NoInf
NC_028758,Janthinobacterium_lividum,NoInf
NC_028758,Kocuria_rosea,NoInf
NC_028758,Lactobacillus_crispatus,NoInf
NC_028758,Paenibacillus_alvei,Inf
NC_028758,Paenibacillus_amylolyticus,NoInf
NC_028758,Paenibacillus_apiarius,NoInf
NC_028758,Paenibacillus_castaneae,Inf
NC_028758,Paenibacillus_elgii,NoInf
NC_028758,Paenibacillus_fonticola,NoInf
NC_028758,Paenibacillus_lactis,Inf
NC_028758,Paenibacillus_lautus,NoInf
NC_028758,Paenibacillus_humicus,Inf
NC_028758,Paenibacillus_larvae,Inf
NC_028758,Paenibacillus_nanensis,NoInf
NC_028758,Paenibacillus_pabuli,NoInf
NC_028758,Paenibacillus_peoriae,NoInf
NC_028758,Paenibacillus_polymyxa,NoInf
NC_028758,Paenibacillus_popilliae,NoInf
NC_028758,Pedobacter_africanus,NoInf
NC_028758,Planomicrobium_okeanokoites,NoInf
NC_028758,Pseudomonas_fluorescens,NoInf
NC_028758,Ralstonia_pickettii,NoInf
NC_028758,Saccharibacter_floricola,NoInf
NC_028758,Salmonella_enterica,NoInf
NC_028758,Staphylococcus_pasteuri,NoInf
NC_028758,Streptococcus_salivarius,NoInf
NC_028758,Streptomyces_griseus,NoInf
NC_028795,Aeromonas_hydrophila,NoInf
NC_028795,Aeromonas_salmonicida,NoInf
NC_028795,Citrobacter_freundii,NoInf
NC_028795,Enterococcus_faecalis,NoInf
NC_028795,Enterococcus_faecium,NoInf
NC_028795,Escherichia_coli,Inf
NC_028795,Klebsiella_pneumoniae,NoInf
NC_028795,Listeria_innocua,NoInf
NC_028795,Listeria_monocytogenes,NoInf
NC_028795,Photobacterium_damselae,NoInf
NC_028795,Proteus_mirabilis,Inf
NC_028795,Proteus_vulgaris,NoInf
NC_028795,Pseudomonas_aeruginosa,NoInf
NC_028795,Pseudomonas_fluorescens,NoInf
NC_028795,Pseudomonas_gingeri,NoInf
NC_028795,Pseudomonas_putida,NoInf
NC_028795,Pseudomonas_segetis,NoInf
NC_028795,Salmonella_enterica,Inf
NC_028795,Shigella_flexneri,Inf
NC_028795,Staphylococcus_aureus,NoInf
NC_028795,Vibrio_anguillarum,NoInf
NC_028795,Vibrio_fischeri,NoInf
NC_028795,Vibrio_parahaemolyticus,NoInf
NC_028836,Pseudomonas_aeruginosa,Inf
NC_028862,Staphylococcus_aureus,Inf
NC_028862,Staphylococcus_xylosis,Inf
NC_028880,Citrobacter_freundii,Inf
NC_028885,Pseudomonas_aeruginosa,Inf
NC_028908,Achromobacter_xylosoxidans,Inf
NC_028908,Acinetobacter_baumannii,NoInf
NC_028908,Citrobacter_freundii,NoInf
NC_028908,Enterobacter_aerogenes,NoInf
NC_028908,Enterobacter_cloacae,NoInf
NC_028908,Enterobacter_sakazakii,NoInf
NC_028908,Escherichia_coli,NoInf
NC_028908,Klebsiella_pneumoniae,NoInf
NC_028908,Pseudomonas_aeruginosa,NoInf
NC_028908,Raoultella_ornithinolytica,NoInf
NC_028908,Serratia_marcescens,NoInf
NC_028908,Shigella_sonnei,NoInf
NC_028908,Vibrio_parahaemolyticus,NoInf
NC_028919,Pseudomonas_aeruginosa,Inf
NC_028957,Escherichia_coli,Inf
NC_028969,Brevibacillus_laterosporus,Inf
NC_028971,Pseudomonas_aeruginosa,Inf
NC_028982,Bacillus_anthracis,Inf
NC_028982,Bacillus_cereus,Inf
NC_028982,Bacillus_megaterium,NoInf
NC_028982,Bacillus_subtilis,NoInf
NC_028982,Bacillus_thuringiensis,Inf
NC_028983,Bacillus_anthracis,Inf
NC_028983,Bacillus_cereus,Inf
NC_028983,Bacillus_megaterium,NoInf
NC_028983,Bacillus_subtilis,NoInf
NC_028983,Bacillus_thuringiensis,Inf
NC_028999,Pseudomonas_aeruginosa,Inf
NC_029002,Anabaena_spirioides,NoInf
NC_029002,Microcystis_aeruginosa,Inf
NC_029009,Burkholderia_cepacia,NoInf
NC_029009,Enterococcus_faecalis,Inf
NC_029009,Fusobacterium_nucleatum,NoInf
NC_029009,Klebsiella_pneumoniae,NoInf
NC_029009,Porphyromonas_gingivalis,NoInf
NC_029009,Pseudomonas_aeruginosa,NoInf
NC_029009,Staphylococcus_aureus,NoInf
NC_029009,Streptococcus_mutans,NoInf
NC_029009,Streptococcus_sobrinus,NoInf
NC_029010,Bacillus_cereus,NoInf
NC_029010,Bacillus_subtilis,NoInf
NC_029010,Cronobacter_sakazakii,NoInf
NC_029010,Enterococcus_faecalis,NoInf
NC_029010,Escherichia_coli,NoInf
NC_029010,Listeria_monocytogenes,NoInf
NC_029010,Pseudomonas_aeruginosa,NoInf
NC_029010,Salmonella_enterica,NoInf
NC_029010,Staphylococcus_aureus,Inf
NC_029010,Staphylococcus_cohnii,NoInf
NC_029010,Staphylococcus_intermedius,NoInf
NC_029010,Staphylococcus_warneri,NoInf
NC_029010,Staphylococcus_xylosis,NoInf
NC_029019,Pseudomonas_aeruginosa,Inf
NC_029033,Achromobacter_xylosoxidans,Inf
NC_029033,Acinetobacter_baumannii,NoInf
NC_029033,Citrobacter_freundii,NoInf
NC_029033,Enterobacter_aerogenes,NoInf
NC_029033,Enterobacter_cloacae,NoInf
NC_029033,Enterobacter_sakazakii,NoInf
NC_029033,Escherichia_coli,NoInf
NC_029033,Klebsiella_pneumoniae,NoInf
NC_029033,Pseudomonas_aeruginosa,NoInf
NC_029033,Raoultella_ornithinolytica,NoInf
NC_029033,Serratia_marcescens,NoInf
NC_029033,Shigella_sonnei,NoInf
NC_029033,Vibrio_parahaemolyticus,NoInf
NC_029078,Erysipelothrix_rhusiopathiae,Inf
NC_029078,Staphylococcus_aureus,NoInf
NC_029078,Streptococcus_suis,NoInf
NC_029101,Bacillus_subtilis,NoInf
NC_029101,Escherichia_coli,NoInf
NC_029101,Klebsiella_pneumoniae,NoInf
NC_029101,Pseudomonas_aeruginosa,Inf
NC_029101,Salmonella_enterica,NoInf
NC_029101,Staphylococcus_aureus,NoInf
NC_029102,Aeromonas_hydrophila,NoInf
NC_029102,Aeromonas_salmonicida,NoInf
NC_029102,Citrobacter_freundii,Inf
NC_029102,Enterococcus_faecalis,NoInf
NC_029102,Enterococcus_faecium,NoInf
NC_029102,Escherichia_coli,Inf
NC_029102,Klebsiella_pneumoniae,NoInf
NC_029102,Listeria_innocua,NoInf
NC_029102,Listeria_monocytogenes,NoInf
NC_029102,Photobacterium_damselae,NoInf
NC_029102,Proteus_mirabilis,Inf
NC_029102,Proteus_vulgaris,NoInf
NC_029102,Pseudomonas_aeruginosa,NoInf
NC_029102,Pseudomonas_fluorescens,NoInf
NC_029102,Pseudomonas_gingeri,NoInf
NC_029102,Pseudomonas_putida,NoInf
NC_029102,Pseudomonas_segetis,NoInf
NC_029102,Salmonella_enterica,Inf
NC_029102,Shigella_flexneri,Inf
NC_029102,Staphylococcus_aureus,NoInf
NC_029102,Vibrio_anguillarum,NoInf
NC_029102,Vibrio_fischeri,NoInf
NC_029102,Vibrio_parahaemolyticus,NoInf
NC_029106,Achromobacter_xylosoxidans,Inf
NC_029106,Acinetobacter_baumannii,NoInf
NC_029106,Citrobacter_freundii,NoInf
NC_029106,Enterobacter_aerogenes,NoInf
NC_029106,Enterobacter_cloacae,NoInf
NC_029106,Escherichia_coli,NoInf
NC_029106,Klebsiella_pneumoniae,NoInf
NC_029106,Pseudomonas_aeruginosa,NoInf
NC_029106,Raoultella_ornithinolytica,NoInf
NC_029106,Serratia_marcescens,NoInf
NC_029106,Shigella_sonnei,NoInf
NC_029106,Vibrio_parahaemolyticus,NoInf
NC_029121,Bacillus_anthracis,NoInf
NC_029121,Bacillus_cereus,NoInf
NC_029121,Bacillus_pumilus,Inf
NC_029121,Bacillus_subtilis,NoInf
NC_029121,Bacillus_thuringiensis,NoInf
NC_030934,Pseudomonas_syringae,Inf
NC_031008,Bacillus_subtilis,NoInf
NC_031008,Escherichia_coli,NoInf
NC_031008,Staphylococcus_aureus,Inf
NC_031008,Staphylococcus_epidermidis,NoInf
NC_031008,Streptococcus_suis,NoInf
NC_031008,Streptococcus_zooepidemicus,NoInf
NC_031053,Bacillus_cereus,NoInf
NC_031053,Bacillus_licheniformis,NoInf
NC_031053,Bacteroides_fragilis,NoInf
NC_031053,Clostridium_difficile,NoInf
NC_031053,Clostridium_perfringens,NoInf
NC_031053,Cronobacter_sakazakii,Inf
NC_031053,Enterococcus_faecalis,NoInf
NC_031053,Escherichia_coli,NoInf
NC_031053,Klebsiella_oxytoca,Inf
NC_031053,Klebsiella_pneumoniae,Inf
NC_031053,Listeria_monocytogenes,NoInf
NC_031053,Pseudomonas_aeruginosa,NoInf
NC_031053,Salmonella_enterica,NoInf
NC_031053,Shigella_boydii,NoInf
NC_031053,Shigella_flexneri,NoInf
NC_031053,Staphylococcus_aureus,NoInf
NC_031053,Staphylococcus_epidermidis,NoInf
NC_031053,Yersinia_enterocolitica,NoInf
NC_031095,Bacillus_cereus,NoInf
NC_031095,Bacillus_licheniformis,NoInf
NC_031095,Bacteroides_fragilis,NoInf
NC_031095,Clostridium_difficile,NoInf
NC_031095,Clostridium_perfringens,NoInf
NC_031095,Cronobacter_sakazakii,Inf
NC_031095,Enterococcus_faecalis,NoInf
NC_031095,Escherichia_coli,NoInf
NC_031095,Klebsiella_oxytoca,Inf
NC_031095,Klebsiella_pneumoniae,Inf
NC_031095,Listeria_monocytogenes,NoInf
NC_031095,Pseudomonas_aeruginosa,NoInf
NC_031095,Salmonella_enterica,NoInf
NC_031095,Shigella_boydii,NoInf
NC_031095,Shigella_flexneri,NoInf
NC_031095,Staphylococcus_aureus,NoInf
NC_031095,Staphylococcus_epidermidis,NoInf
NC_031095,Yersinia_enterocolitica,NoInf
NC_031264,Brucella_abortus,Inf
NC_031264,Brucella_canis,Inf
NC_031264,Brucella_ceti,NoInf
NC_031264,Brucella_inopinata,NoInf
NC_031264,Brucella_melitensis,Inf
NC_031264,Brucella_microti,Inf
NC_031264,Brucella_neotomae,Inf
NC_031264,Brucella_ovis,NoInf
NC_031264,Brucella_pinnipedialis,Inf
NC_031264,Brucella_suis,Inf
NC_031264,Brucella_vulpis,Inf
NC_031938,Flavobacterium_psychrophilum,Inf
NC_034248,Rhizobium_etli,Inf
NC_043767,Mycobacterium_smegmatis,Inf
NC_043469,Enterobacter_aerogenes,Inf
NC_043028,Xanthomonas_oryzae,Inf
NC_043027,Bacillus_subtilis,Inf
NC_031041,Mycobacterium_smegmatis,Inf
NC_028941,Mycobacterium_smegmatis,Inf
NC_028874,Mycobacterium_smegmatis,Inf
NC_028828,Mycobacterium_smegmatis,Inf
NC_028784,Mycobacterium_smegmatis,Inf
NC_024368,Mycobacterium_smegmatis,Inf
NC_024143,Mycobacterium_smegmatis,Inf
NC_024136,Mycobacterium_smegmatis,Inf
NC_023862,Mycobacterium_smegmatis,Inf
NC_023716,Mycobacterium_smegmatis,Inf
NC_023702,Mycobacterium_smegmatis,Inf
NC_022975,Mycobacterium_smegmatis,Inf
NC_009817,Lactococcus_lactis,Inf
NC_023748,Mycobacterium_smegmatis,Inf
NC_023710,Mycobacterium_smegmatis,Inf
NC_011267,Mycobacterium_smegmatis,Inf
NC_042564,Escherichia_coli,Inf
NC_019524,Enterobacter_cancerogenus,Inf
NC_042073,Pseudomonas_aeruginosa,Inf
NC_042072,Pseudomonas_aeruginosa,Inf
NC_042071,Pseudomonas_aeruginosa,Inf
NC_031245,Bacillus_subtilis,Inf
NC_029091,Escherichia_coli,Inf
NC_028967,Propionibacterium_acnes,Inf
NC_028930,Paenibacillus_larvae,Inf
NC_028863,Escherichia_coli,Inf
NC_028822,Escherichia_coli,Inf
NC_028789,Bacillus_cereus,Inf
NC_027360,Salmonella_enterica,Inf
NC_024381,Pseudomonas_aeruginosa,Inf
NC_023550,Staphylococcus_aureus,Inf
NC_017980,Clostridium_perfringens,Inf
NC_013693,Shigella_boydii,Inf
NC_013697,Delftia_acidovorans,Inf
NC_012091,Pseudomonas_syringae,Inf
NC_012419,Enterococcus_faecalis,Inf
NC_012093,Pseudomonas_syringae,Inf
NC_012092,Pseudomonas_syringae,Inf
NC_011613,Pseudomonas_aeruginosa,Inf
NC_011421,Bacillus_subtilis,Inf
NC_009875,Staphylococcus_aureus,Inf
NC_009543,Xanthomonas_oryzae,Inf
NC_007461,Chlamydophila_abortus,Inf
NC_005284,Burkholderia_pseudomallei,Inf
NC_005178,Pseudomonas_aeruginosa,Inf
NC_042355,Corynebacterium_glutamicum,Inf
NC_042354,Corynebacterium_glutamicum,Inf
NC_042352,Salinibacter_ruber,Inf
NC_042351,Salinibacter_ruber,Inf
NC_042350,Salinibacter_ruber,Inf
NC_042349,Salinibacter_ruber,Inf
NC_042348,Salinibacter_ruber,Inf
NC_042345,Xylella_fastidiosa,Inf
NC_042344,Xylella_fastidiosa,Inf
NC_042343,Pseudomonas_aeruginosa,Inf
NC_042342,Pseudomonas_aeruginosa,Inf
NC_042341,Mycobacterium_smegmatis,Inf
NC_042340,Mycobacterium_smegmatis,Inf
NC_042339,Mycobacterium_smegmatis,Inf
NC_042338,Mycobacterium_smegmatis,Inf
NC_042337,Mycobacterium_smegmatis,Inf
NC_042336,Mycobacterium_smegmatis,Inf
NC_042335,Mycobacterium_smegmatis,Inf
NC_042334,Mycobacterium_smegmatis,Inf
NC_042333,Mycobacterium_smegmatis,Inf
NC_042332,Mycobacterium_smegmatis,Inf
NC_042331,Mycobacterium_smegmatis,Inf
NC_042330,Mycobacterium_smegmatis,Inf
NC_042329,Mycobacterium_smegmatis,Inf
NC_042328,Mycobacterium_smegmatis,Inf
NC_042327,Mycobacterium_smegmatis,Inf
NC_042326,Mycobacterium_smegmatis,Inf
NC_042325,Mycobacterium_smegmatis,Inf
NC_042324,Mycobacterium_smegmatis,Inf
NC_042323,Mycobacterium_smegmatis,Inf
NC_042322,Mycobacterium_smegmatis,Inf
NC_042321,Mycobacterium_smegmatis,Inf
NC_042320,Mycobacterium_smegmatis,Inf
NC_042319,Mycobacterium_smegmatis,Inf
NC_042318,Mycobacterium_smegmatis,Inf
NC_042317,Mycobacterium_smegmatis,Inf
NC_042316,Mycobacterium_smegmatis,Inf
NC_042315,Mycobacterium_smegmatis,Inf
NC_042314,Mycobacterium_smegmatis,Inf
NC_042313,Mycobacterium_smegmatis,Inf
NC_042312,Mycobacterium_smegmatis,Inf
NC_042311,Mycobacterium_smegmatis,Inf
NC_042310,Mycobacterium_smegmatis,Inf
NC_042309,Mycobacterium_smegmatis,Inf
NC_042308,Mycobacterium_smegmatis,Inf
NC_023745,Mycobacterium_smegmatis,Inf
NC_017702,Lactococcus_lactis,Inf
NC_017698,Lactococcus_lactis,Inf
NC_017696,Lactococcus_lactis,Inf
NC_017695,Lactococcus_lactis,Inf
NC_028876,Mycobacterium_smegmatis,Inf
NC_031269,Gordonia_terrae,Inf
NC_031266,Mycobacterium_smegmatis,Inf
NC_031262,Mycobacterium_smegmatis,Inf
NC_031261,Mycobacterium_smegmatis,Inf
NC_031243,Mycobacterium_smegmatis,Inf
NC_031233,Gordonia_terrae,Inf
NC_031251,Gordonia_terrae,Inf
NC_031226,Gordonia_terrae,Inf
NC_031281,Mycobacterium_smegmatis,Inf
NC_031118,Gordonia_terrae,Inf
NC_031061,Gordonia_terrae,Inf
NC_030943,Gordonia_terrae,Inf
NC_028961,Mycobacterium_smegmatis,Inf
NC_028953,Mycobacterium_smegmatis,Inf
NC_028946,Mycobacterium_smegmatis,Inf
NC_028937,Mycobacterium_smegmatis,Inf
NC_028910,Mycobacterium_smegmatis,Inf
NC_028889,Mycobacterium_smegmatis,Inf
NC_028844,Mycobacterium_smegmatis,Inf
NC_028842,Mycobacterium_smegmatis,Inf
NC_028823,Mycobacterium_smegmatis,Inf
NC_028796,Mycobacterium_smegmatis,Inf
NC_028779,Mycobacterium_smegmatis,Inf
NC_028747,Mycobacterium_smegmatis,Inf
NC_028678,Mycobacterium_smegmatis,Inf
NC_028654,Mycobacterium_smegmatis,Inf
NC_026596,Mycobacterium_smegmatis,Inf
NC_026585,Mycobacterium_smegmatis,Inf
NC_026584,Mycobacterium_smegmatis,Inf
NC_025433,Mycobacterium_smegmatis,Inf
NC_023746,Mycobacterium_smegmatis,Inf
NC_023744,Mycobacterium_tuberculosis,Inf
NC_023738,Mycobacterium_smegmatis,Inf
NC_023730,Mycobacterium_smegmatis,Inf
NC_023729,Mycobacterium_smegmatis,Inf
NC_023728,Mycobacterium_smegmatis,Inf
NC_023712,Mycobacterium_smegmatis,Inf
NC_023699,Mycobacterium_smegmatis,Inf
NC_023692,Mycobacterium_smegmatis,Inf
NC_023690,Mycobacterium_smegmatis,Inf
NC_023552,Mycobacterium_smegmatis,Inf
NC_023580,Mycobacterium_smegmatis,Inf
NC_022068,Mycobacterium_smegmatis,Inf
NC_022067,Mycobacterium_smegmatis,Inf
NC_022066,Mycobacterium_smegmatis,Inf
NC_022057,Mycobacterium_smegmatis,Inf
NC_021302,Mycobacterium_smegmatis,Inf
NC_021301,Mycobacterium_smegmatis,Inf
NC_021061,Mycobacterium_smegmatis,Inf
NC_014901,Mycobacterium_smegmatis,Inf
NC_041928,Staphylococcus_epidermidis,Inf
NC_041842,Bacillus_subtilis,Inf
NC_041841,Bacillus_subtilis,Inf
NC_041840,Bacillus_subtilis,Inf
NC_041839,Bacillus_subtilis,Inf
NC_041838,Bacillus_subtilis,Inf
NC_041837,Bacillus_subtilis,Inf
NC_041836,Bacillus_subtilis,Inf
NC_041835,Bacillus_subtilis,Inf
NC_030903,Bacillus_subtilis,Inf
NC_030698,Gordonia_terrae,Inf
NC_028906,Mycobacterium_smegmatis,Inf
NC_028887,Bacillus_thuringiensis,Inf
NC_023695,Mycobacterium_smegmatis,Inf
NC_023577,Mycobacterium_smegmatis,Inf
NC_023572,Mycobacterium_smegmatis,Inf
NC_023573,Staphylococcus_aureus,Inf
NC_022771,Bacillus_subtilis,Inf
NC_022769,Bacillus_thuringiensis,Inf
NC_022763,Bacillus_thuringiensis,Inf
NC_021856,Bacillus_subtilis,Inf
NC_021306,Mycobacterium_smegmatis,Inf
NC_014459,Mycobacterium_smegmatis,Inf
NC_031267,Gordonia_terrae,Inf
NC_031124,Mycobacterium_smegmatis,Inf
NC_031102,Mycobacterium_smegmatis,Inf
NC_031035,Mycobacterium_smegmatis,Inf
NC_029093,Mycobacterium_smegmatis,Inf
NC_029079,Mycobacterium_smegmatis,Inf
NC_028979,Mycobacterium_smegmatis,Inf
NC_028978,Mycobacterium_smegmatis,Inf
NC_028947,Mycobacterium_smegmatis,Inf
NC_028936,Mycobacterium_smegmatis,Inf
NC_028922,Mycobacterium_smegmatis,Inf
NC_028878,Mycobacterium_smegmatis,Inf
NC_028861,Mycobacterium_smegmatis,Inf
NC_028846,Mycobacterium_smegmatis,Inf
NC_028843,Mycobacterium_smegmatis,Inf
NC_028832,Mycobacterium_smegmatis,Inf
NC_028813,Mycobacterium_smegmatis,Inf
NC_028798,Mycobacterium_smegmatis,Inf
NC_028792,Mycobacterium_smegmatis,Inf
NC_028791,Mycobacterium_smegmatis,Inf
NC_028785,Mycobacterium_smegmatis,Inf
NC_028778,Mycobacterium_smegmatis,Inf
NC_028759,Mycobacterium_smegmatis,Inf
NC_028751,Mycobacterium_smegmatis,Inf
NC_028687,Mycobacterium_smegmatis,Inf
NC_027365,Mycobacterium_smegmatis,Inf
NC_026604,Mycobacterium_smegmatis,Inf
NC_026603,Mycobacterium_smegmatis,Inf
NC_026598,Mycobacterium_smegmatis,Inf
NC_026593,Mycobacterium_smegmatis,Inf
NC_026591,Mycobacterium_smegmatis,Inf
NC_024366,Mycobacterium_smegmatis,Inf
NC_024147,Mycobacterium_smegmatis,Inf
NC_023747,Mycobacterium_smegmatis,Inf
NC_023732,Mycobacterium_smegmatis,Inf
NC_023724,Mycobacterium_smegmatis,Inf
NC_023721,Mycobacterium_smegmatis,Inf
NC_023705,Mycobacterium_smegmatis,Inf
NC_023689,Mycobacterium_smegmatis,Inf
NC_023498,Mycobacterium_smegmatis,Inf
NC_022988,Mycobacterium_smegmatis,Inf
NC_022981,Mycobacterium_smegmatis,Inf
NC_022976,Mycobacterium_smegmatis,Inf
NC_022969,Mycobacterium_smegmatis,Inf
NC_022085,Mycobacterium_smegmatis,Inf
NC_022065,Mycobacterium_smegmatis,Inf
NC_022060,Mycobacterium_smegmatis,Inf
NC_022059,Mycobacterium_smegmatis,Inf
NC_022055,Mycobacterium_smegmatis,Inf
NC_021538,Mycobacterium_smegmatis,Inf
NC_021311,Mycobacterium_smegmatis,Inf
NC_021309,Mycobacterium_smegmatis,Inf
NC_021305,Mycobacterium_smegmatis,Inf
NC_021299,Mycobacterium_smegmatis,Inf
NC_015584,Mycobacterium_smegmatis,Inf
NC_014461,Mycobacterium_smegmatis,Inf
NC_014458,Mycobacterium_smegmatis,Inf
NC_012788,Mycobacterium_smegmatis,Inf
NC_042133,Bacillus_subtilis,Inf
NC_027355,Bacillus_cereus,Inf
NC_027335,Enterococcus_faecalis,Inf
NC_025426,Staphylococcus_aureus,Inf
NC_020081,Bacillus_pumilus,Inf
NC_009904,Enterococcus_faecalis,Inf
NC_007021,Staphylococcus_aureus,Inf
NC_006565,Lactobacillus_plantarum,Inf
NC_042140,Bacillus_megaterium,Inf
NC_042048,Listeria_monocytogenes,Inf
NC_041862,Listeria_monocytogenes,Inf
NC_031056,Bacillus_cereus,Inf
NC_030933,Staphylococcus_aureus,Inf
NC_029026,Enterococcus_faecalis,Inf
NC_028890,Bacillus_thuringiensis,Inf
NC_027374,Bacillus_megaterium,Inf
NC_027366,Bacillus_megaterium,Inf
NC_025440,Listeria_monocytogenes,Inf
NC_025416,Staphylococcus_aureus,Inf
NC_024792,Bacillus_thuringiensis,Inf
NC_024787,Listeria_monocytogenes,Inf
NC_024383,Listeria_monocytogenes,Inf
NC_024359,Listeria_monocytogenes,Inf
NC_024364,Listeria_monocytogenes,Inf
